,Name,Type,str_50_type,mid_50_type,mid_10_type,mid_25_type,mid_75_type,mid_90_type,Region,str_50_region,mid_50_region,mid_10_region,mid_25_region,mid_75_region,mid_90_region,Major,str_50_major,mid_50_major,percentage_str_to_mid_major,mid_10_major,mid_25,mid_75_major,mid_90_major
11,South Dakota School of Mines & Technology,Engineering,55800.0,93400.0,71500.0,81900.0,122000.0,147000.0,Midwestern,55800.0,93400.0,71500.0,81900.0,122000.0,147000.0,Communications,38100.0,70000.0,83.7,37500.0,49700.0,98800.0,143000.0
12,Rochester Institute of Technology (RIT),Engineering,48900.0,84600.0,45000.0,62100.0,112000.0,159000.0,Northeastern,48900.0,84600.0,45000.0,62100.0,112000.0,159000.0,Computer Engineering,61400.0,105000.0,71.0,66100.0,84100.0,135000.0,162000.0
13,Tennessee Technological University,Engineering,46200.0,80000.0,42100.0,62600.0,99500.0,121000.0,Southern,46200.0,80000.0,42100.0,62600.0,99500.0,121000.0,Computer Science,55900.0,95500.0,70.8,56000.0,74900.0,122000.0,154000.0
14,University of Illinois at Urbana-Champaign (UIUC),Party,52900.0,96100.0,48200.0,68900.0,132000.0,177000.0,Midwestern,52900.0,96100.0,48200.0,68900.0,132000.0,177000.0,Construction,53700.0,88900.0,65.5,56300.0,68100.0,118000.0,171000.0
15,University of Illinois at Urbana-Champaign (UIUC),State,52900.0,96100.0,48200.0,68900.0,132000.0,177000.0,Midwestern,52900.0,96100.0,48200.0,68900.0,132000.0,177000.0,Criminal Justice,35000.0,56300.0,60.9,32200.0,41600.0,80700.0,107000.0
16,"University of Maryland, College Park",Party,52000.0,95000.0,50400.0,68300.0,126000.0,166000.0,Southern,52000.0,95000.0,50400.0,68300.0,126000.0,166000.0,Drama,35900.0,56900.0,58.5,36700.0,41300.0,79100.0,153000.0
17,"University of Maryland, College Park",State,52000.0,95000.0,50400.0,68300.0,126000.0,166000.0,Southern,52000.0,95000.0,50400.0,68300.0,126000.0,166000.0,Economics,50100.0,98600.0,96.8,50600.0,70600.0,145000.0,210000.0
18,"University of California, Santa Barbara (UCSB)",Party,50500.0,95000.0,51300.0,71200.0,129000.0,173000.0,California,50500.0,95000.0,51300.0,71200.0,129000.0,173000.0,Education,34900.0,52000.0,49.0,29300.0,37900.0,73400.0,102000.0
19,"University of California, Santa Barbara (UCSB)",State,50500.0,95000.0,51300.0,71200.0,129000.0,173000.0,California,50500.0,95000.0,51300.0,71200.0,129000.0,173000.0,Electrical Engineering,60900.0,103000.0,69.1,69300.0,83800.0,130000.0,168000.0
20,University of Texas (UT) - Austin,Party,49700.0,93900.0,50100.0,67400.0,129000.0,188000.0,Southern,49700.0,93900.0,50100.0,67400.0,129000.0,188000.0,English,38000.0,64700.0,70.3,33400.0,44800.0,93200.0,133000.0
21,University of Texas (UT) - Austin,State,49700.0,93900.0,50100.0,67400.0,129000.0,188000.0,Southern,49700.0,93900.0,50100.0,67400.0,129000.0,188000.0,Film,37900.0,68500.0,80.7,33900.0,45500.0,100000.0,136000.0
22,State University of New York (SUNY) at Albany,Party,44500.0,92200.0,47000.0,63100.0,135000.0,209000.0,Northeastern,44500.0,92200.0,47000.0,63100.0,135000.0,209000.0,Finance,47900.0,88300.0,84.3,47200.0,62100.0,128000.0,195000.0
23,State University of New York (SUNY) at Albany,State,44500.0,92200.0,47000.0,63100.0,135000.0,209000.0,Northeastern,44500.0,92200.0,47000.0,63100.0,135000.0,209000.0,Forestry,39100.0,62600.0,60.1,41000.0,49300.0,78200.0,111000.0
24,University of Florida (UF),Party,47100.0,87900.0,45400.0,62900.0,120000.0,172000.0,Southern,47100.0,87900.0,45400.0,62900.0,120000.0,172000.0,Geography,41200.0,65500.0,59.0,40000.0,50000.0,90800.0,132000.0
25,University of Florida (UF),State,47100.0,87900.0,45400.0,62900.0,120000.0,172000.0,Southern,47100.0,87900.0,45400.0,62900.0,120000.0,172000.0,Geology,43500.0,79500.0,82.8,45000.0,59600.0,101000.0,156000.0
26,Louisiana State University (LSU),Party,46900.0,87800.0,43700.0,61300.0,120000.0,165000.0,Southern,46900.0,87800.0,43700.0,61300.0,120000.0,165000.0,Graphic Design,35700.0,59800.0,67.5,36000.0,45500.0,80800.0,112000.0
27,Louisiana State University (LSU),State,46900.0,87800.0,43700.0,61300.0,120000.0,165000.0,Southern,46900.0,87800.0,43700.0,61300.0,120000.0,165000.0,Health Care Administration,38800.0,60600.0,56.2,34600.0,45600.0,78800.0,101000.0
28,University of Georgia (UGA),Party,44100.0,86000.0,43100.0,57800.0,118000.0,164000.0,Southern,44100.0,86000.0,43100.0,57800.0,118000.0,164000.0,History,39200.0,71000.0,81.1,37000.0,49200.0,103000.0,149000.0
29,University of Georgia (UGA),State,44100.0,86000.0,43100.0,57800.0,118000.0,164000.0,Southern,44100.0,86000.0,43100.0,57800.0,118000.0,164000.0,Hospitality & Tourism,37800.0,57500.0,52.1,35500.0,43600.0,81900.0,124000.0
30,Pennsylvania State University (PSU),Party,49900.0,85700.0,46300.0,62000.0,117000.0,160000.0,Northeastern,49900.0,85700.0,46300.0,62000.0,117000.0,160000.0,Industrial Engineering,57700.0,94700.0,64.1,57100.0,72300.0,132000.0,173000.0
31,Pennsylvania State University (PSU),State,49900.0,85700.0,46300.0,62000.0,117000.0,160000.0,Northeastern,49900.0,85700.0,46300.0,62000.0,117000.0,160000.0,Information Technology (IT),49100.0,74800.0,52.3,44500.0,56700.0,96700.0,129000.0
32,Arizona State University (ASU),Party,47400.0,84100.0,44600.0,60700.0,114000.0,163000.0,Western,47400.0,84100.0,44600.0,60700.0,114000.0,163000.0,Interior Design,36100.0,53200.0,47.4,35700.0,42600.0,72500.0,107000.0
33,Arizona State University (ASU),State,47400.0,84100.0,44600.0,60700.0,114000.0,163000.0,Western,47400.0,84100.0,44600.0,60700.0,114000.0,163000.0,International Relations,40900.0,80900.0,97.8,38200.0,56000.0,111000.0,157000.0
34,"Indiana University (IU), Bloomington",Party,46300.0,84000.0,43600.0,60400.0,119000.0,178000.0,Midwestern,46300.0,84000.0,43600.0,60400.0,119000.0,178000.0,Journalism,35600.0,66700.0,87.4,38400.0,48300.0,97700.0,145000.0
35,"Indiana University (IU), Bloomington",State,46300.0,84000.0,43600.0,60400.0,119000.0,178000.0,Midwestern,46300.0,84000.0,43600.0,60400.0,119000.0,178000.0,Management Information Systems (MIS),49200.0,82300.0,67.3,45300.0,60500.0,108000.0,146000.0
36,University of Iowa (UI),Party,44700.0,83900.0,43300.0,61100.0,116000.0,163000.0,Midwestern,44700.0,83900.0,43300.0,61100.0,116000.0,163000.0,Marketing,40800.0,79600.0,95.1,42100.0,55600.0,119000.0,175000.0
37,University of Iowa (UI),State,44700.0,83900.0,43300.0,61100.0,116000.0,163000.0,Midwestern,44700.0,83900.0,43300.0,61100.0,116000.0,163000.0,Math,45400.0,92400.0,103.5,45200.0,64200.0,128000.0,183000.0
38,"University of Alabama, Tuscaloosa",Party,41300.0,81400.0,40100.0,56500.0,117000.0,161000.0,Southern,41300.0,81400.0,40100.0,56500.0,117000.0,161000.0,Mechanical Engineering,57900.0,93600.0,61.7,63700.0,76200.0,120000.0,163000.0
39,"University of Alabama, Tuscaloosa",State,41300.0,81400.0,40100.0,56500.0,117000.0,161000.0,Southern,41300.0,81400.0,40100.0,56500.0,117000.0,161000.0,Music,35900.0,55000.0,53.2,26700.0,40200.0,88000.0,134000.0
40,University of Mississippi,Party,41400.0,79700.0,40400.0,53500.0,108000.0,186000.0,Southern,41400.0,79700.0,40400.0,53500.0,108000.0,186000.0,Nursing,54200.0,67000.0,23.6,47600.0,56400.0,80900.0,98300.0
41,University of Mississippi,State,41400.0,79700.0,40400.0,53500.0,108000.0,186000.0,Southern,41400.0,79700.0,40400.0,53500.0,108000.0,186000.0,Nutrition,39900.0,55300.0,38.6,33900.0,44500.0,70500.0,99200.0
42,University of New Hampshire (UNH),Party,41800.0,78300.0,41700.0,56400.0,114000.0,147000.0,Northeastern,41800.0,78300.0,41700.0,56400.0,114000.0,147000.0,Philosophy,39900.0,81200.0,103.5,35500.0,52800.0,127000.0,168000.0
43,University of New Hampshire (UNH),State,41800.0,78300.0,41700.0,56400.0,114000.0,147000.0,Northeastern,41800.0,78300.0,41700.0,56400.0,114000.0,147000.0,Physician Assistant,74300.0,91700.0,23.4,66400.0,75200.0,108000.0,124000.0
44,West Virginia University (WVU),Party,43100.0,78100.0,39700.0,55700.0,106000.0,141000.0,Southern,43100.0,78100.0,39700.0,55700.0,106000.0,141000.0,Physics,50300.0,97300.0,93.4,56000.0,74200.0,132000.0,178000.0
45,West Virginia University (WVU),State,43100.0,78100.0,39700.0,55700.0,106000.0,141000.0,Southern,43100.0,78100.0,39700.0,55700.0,106000.0,141000.0,Political Science,40800.0,78200.0,91.7,41200.0,55300.0,114000.0,168000.0
46,University of Tennessee,Party,43800.0,74600.0,41900.0,53200.0,106000.0,153000.0,Southern,43800.0,74600.0,41900.0,53200.0,106000.0,153000.0,Psychology,35900.0,60400.0,68.2,31600.0,42100.0,87500.0,127000.0
47,University of Tennessee,State,43800.0,74600.0,41900.0,53200.0,106000.0,153000.0,Southern,43800.0,74600.0,41900.0,53200.0,106000.0,153000.0,Religion,34100.0,52000.0,52.5,29700.0,36500.0,70900.0,96400.0
48,Ohio University,Party,42200.0,73400.0,36600.0,52800.0,106000.0,150000.0,Midwestern,42200.0,73400.0,36600.0,52800.0,106000.0,150000.0,Sociology,36500.0,58200.0,59.5,30700.0,40400.0,81200.0,118000.0
49,Ohio University,State,42200.0,73400.0,36600.0,52800.0,106000.0,150000.0,Midwestern,42200.0,73400.0,36600.0,52800.0,106000.0,150000.0,Spanish,34000.0,53100.0,56.2,31000.0,40000.0,76800.0,96400.0
50,Florida State University (FSU),Party,42100.0,73000.0,39600.0,52800.0,107000.0,156000.0,Southern,42100.0,73000.0,39600.0,52800.0,107000.0,156000.0,,,,,,,,
51,Florida State University (FSU),State,42100.0,73000.0,39600.0,52800.0,107000.0,156000.0,Southern,42100.0,73000.0,39600.0,52800.0,107000.0,156000.0,,,,,,,,
52,Bucknell University,Liberal Arts,54100.0,110000.0,62800.0,80600.0,156000.0,251000.0,Northeastern,54100.0,110000.0,62800.0,80600.0,156000.0,251000.0,,,,,,,,
53,Colgate University,Liberal Arts,52800.0,108000.0,60000.0,76700.0,167000.0,265000.0,Northeastern,52800.0,108000.0,60000.0,76700.0,167000.0,265000.0,,,,,,,,
54,Lafayette College,Liberal Arts,53900.0,107000.0,70600.0,79300.0,144000.0,204000.0,Northeastern,53900.0,107000.0,70600.0,79300.0,144000.0,204000.0,,,,,,,,
55,"Wesleyan University (Middletown, Connecticut)",Liberal Arts,46500.0,97900.0,42000.0,62500.0,126000.0,215000.0,Northeastern,46500.0,97900.0,42000.0,62500.0,126000.0,215000.0,,,,,,,,
56,Union College,Liberal Arts,47200.0,95800.0,48700.0,75200.0,135000.0,230000.0,Northeastern,47200.0,95800.0,48700.0,75200.0,135000.0,230000.0,,,,,,,,
57,University of Richmond,Liberal Arts,48600.0,94600.0,44500.0,59400.0,151000.0,211000.0,Southern,48600.0,94600.0,44500.0,59400.0,151000.0,211000.0,,,,,,,,
58,DePauw University,Liberal Arts,41400.0,88300.0,49500.0,57400.0,133000.0,185000.0,Midwestern,41400.0,88200.0,49500.0,57400.0,133000.0,185000.0,,,,,,,,
59,St. Olaf College,Liberal Arts,45300.0,86200.0,41300.0,61000.0,120000.0,185000.0,Midwestern,45300.0,86200.0,41300.0,61000.0,120000.0,185000.0,,,,,,,,
60,Siena College,Liberal Arts,45500.0,85200.0,38700.0,58400.0,129000.0,189000.0,Northeastern,45500.0,85200.0,38700.0,58400.0,129000.0,189000.0,,,,,,,,
61,Smith College,Liberal Arts,44000.0,83900.0,45100.0,59800.0,129000.0,184000.0,Northeastern,44000.0,83900.0,45100.0,59800.0,129000.0,184000.0,,,,,,,,
62,University of Puget Sound,Liberal Arts,46600.0,81500.0,48900.0,60100.0,104000.0,137000.0,Western,46600.0,81500.0,48900.0,60100.0,104000.0,137000.0,,,,,,,,
63,Ursinus College,Liberal Arts,42100.0,80000.0,35600.0,54300.0,100000.0,160000.0,Northeastern,42100.0,80000.0,35600.0,54300.0,100000.0,160000.0,,,,,,,,
64,Lewis & Clark College,Liberal Arts,38900.0,72600.0,38200.0,53400.0,104000.0,140000.0,Western,38900.0,72600.0,38200.0,53400.0,104000.0,140000.0,,,,,,,,
65,Evergreen State College,Liberal Arts,39500.0,63900.0,38800.0,47200.0,91600.0,120000.0,Western,39500.0,63900.0,38800.0,47200.0,91600.0,120000.0,,,,,,,,
66,Dartmouth College,Ivy League,58000.0,134000.0,63100.0,90200.0,234000.0,321000.0,Northeastern,58000.0,134000.0,63100.0,90200.0,234000.0,321000.0,,,,,,,,
67,Princeton University,Ivy League,66500.0,131000.0,68900.0,100000.0,190000.0,261000.0,Northeastern,66500.0,131000.0,68900.0,100000.0,190000.0,261000.0,,,,,,,,
68,Yale University,Ivy League,59100.0,126000.0,58000.0,80600.0,198000.0,326000.0,Northeastern,59100.0,126000.0,58000.0,80600.0,198000.0,326000.0,,,,,,,,
69,Harvard University,Ivy League,63400.0,124000.0,54800.0,86200.0,179000.0,288000.0,Northeastern,63400.0,124000.0,54800.0,86200.0,179000.0,288000.0,,,,,,,,
70,University of Pennsylvania,Ivy League,60900.0,120000.0,55900.0,79200.0,192000.0,282000.0,Northeastern,60900.0,120000.0,55900.0,79200.0,192000.0,282000.0,,,,,,,,
71,Cornell University,Ivy League,60300.0,110000.0,56800.0,79800.0,160000.0,210000.0,Northeastern,60300.0,110000.0,56800.0,79800.0,160000.0,210000.0,,,,,,,,
72,Brown University,Ivy League,56200.0,109000.0,55400.0,74400.0,159000.0,228000.0,Northeastern,56200.0,109000.0,55400.0,74400.0,159000.0,228000.0,,,,,,,,
73,Columbia University,Ivy League,59400.0,107000.0,50300.0,71900.0,161000.0,241000.0,Northeastern,59400.0,107000.0,50300.0,71900.0,161000.0,241000.0,,,,,,,,
74,"University of California, Berkeley",State,59900.0,112000.0,59500.0,81000.0,149000.0,201000.0,California,59900.0,112000.0,59500.0,81000.0,149000.0,201000.0,,,,,,,,
75,University of Virginia (UVA),State,52700.0,103000.0,52200.0,71800.0,146000.0,215000.0,Southern,52700.0,103000.0,52200.0,71800.0,146000.0,215000.0,,,,,,,,
76,Cal Poly San Luis Obispo,State,57200.0,101000.0,55000.0,74700.0,133000.0,178000.0,California,57200.0,101000.0,55000.0,74700.0,133000.0,178000.0,,,,,,,,
77,University of California at Los Angeles (UCLA),State,52600.0,101000.0,51300.0,72500.0,139000.0,193000.0,California,52600.0,101000.0,51300.0,72500.0,139000.0,193000.0,,,,,,,,
78,"University of California, San Diego (UCSD)",State,51100.0,101000.0,51700.0,75400.0,131000.0,177000.0,California,51100.0,101000.0,51700.0,75400.0,131000.0,177000.0,,,,,,,,
79,"University of California, Davis",State,52300.0,99600.0,52000.0,71600.0,135000.0,202000.0,California,52300.0,99600.0,52000.0,71600.0,135000.0,202000.0,,,,,,,,
80,University of Colorado - Boulder (UCB),State,47100.0,97600.0,51600.0,69000.0,128000.0,187000.0,Western,47100.0,97600.0,51600.0,69000.0,128000.0,187000.0,,,,,,,,
81,"University of California, Irvine (UCI)",State,48300.0,96700.0,47800.0,66000.0,123000.0,172000.0,California,48300.0,96700.0,47800.0,66000.0,123000.0,172000.0,,,,,,,,
82,Texas A&M University,State,49700.0,96100.0,51100.0,71300.0,131000.0,171000.0,Southern,49700.0,96100.0,51100.0,71300.0,131000.0,171000.0,,,,,,,,
83,Binghamton University,State,53600.0,95900.0,50900.0,71200.0,146000.0,201000.0,Northeastern,53600.0,95900.0,50900.0,71200.0,146000.0,201000.0,,,,,,,,
84,University of Missouri - Rolla (UMR),State,57100.0,95800.0,67600.0,80400.0,122000.0,166000.0,Midwestern,57100.0,95800.0,67600.0,80400.0,122000.0,166000.0,,,,,,,,
85,San Jose State University (SJSU),State,53500.0,95600.0,50700.0,70500.0,122000.0,156000.0,California,53500.0,95600.0,50700.0,70500.0,122000.0,156000.0,,,,,,,,
86,University of Michigan,State,52700.0,93000.0,50900.0,69400.0,128000.0,182000.0,Midwestern,52700.0,93000.0,50900.0,69400.0,128000.0,182000.0,,,,,,,,
87,Stony Brook University,State,49500.0,93000.0,47200.0,67100.0,129000.0,181000.0,Northeastern,49500.0,93000.0,47200.0,67100.0,129000.0,181000.0,,,,,,,,
88,Rutgers University,State,50300.0,91800.0,48100.0,65100.0,128000.0,176000.0,Northeastern,50300.0,91800.0,48100.0,65100.0,128000.0,176000.0,,,,,,,,
89,Purdue University,State,51400.0,90500.0,49900.0,67400.0,121000.0,168000.0,Midwestern,51400.0,90500.0,49900.0,67400.0,121000.0,168000.0,,,,,,,,
90,University of Connecticut (UConn),State,48000.0,88800.0,46100.0,66400.0,120000.0,162000.0,Northeastern,48000.0,88800.0,46100.0,66400.0,120000.0,162000.0,,,,,,,,
91,University of Massachusetts (UMass) - Amherst,State,46600.0,88200.0,43100.0,61300.0,122000.0,168000.0,Northeastern,46600.0,88200.0,43100.0,61300.0,122000.0,168000.0,,,,,,,,
92,"California State University (CSU), Chico",State,47400.0,88100.0,46800.0,62800.0,122000.0,154000.0,California,47400.0,88100.0,46800.0,62800.0,122000.0,154000.0,,,,,,,,
93,University of Wisconsin (UW) - Madison,State,48900.0,87800.0,47400.0,62400.0,118000.0,170000.0,Midwestern,48900.0,87800.0,47400.0,62400.0,118000.0,170000.0,,,,,,,,
94,"California State University, Fullerton (CSUF)",State,45700.0,87000.0,45400.0,62500.0,119000.0,158000.0,California,45700.0,87000.0,45400.0,62500.0,119000.0,158000.0,,,,,,,,
95,George Mason University,State,47800.0,86900.0,51300.0,67200.0,114000.0,150000.0,Southern,47800.0,86900.0,51300.0,67200.0,114000.0,150000.0,,,,,,,,
